dataset,dataset_label,source_dataset_label,kg_entity,decision,method,evidence_rule,fallback_behavior,candidate_count,candidates
audioset,Motor vehicle (road),Motor vehicle (road),motor vehicle,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,motor vehicle
audioset,Car,Car,car,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Vehicle horn, car horn, honking","Vehicle horn, car horn, honking",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Toot,Toot,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Car alarm,Car alarm,car alarm,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Power windows, electric windows","Power windows, electric windows",power windows electric windows,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,power windows electric windows
audioset,Skidding,Skidding,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Tire squeal,Tire squeal,tire squeal,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Car passing by,Car passing by,car passing by,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Race car, auto racing","Race car, auto racing",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Truck,Truck,truck,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Air brake,Air brake,air brake,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Air horn, truck horn","Air horn, truck horn",air horn or truck horn,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,air horn or truck horn
audioset,Reversing beeps,Reversing beeps,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,"Ice cream truck, ice cream van","Ice cream truck, ice cream van",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Bus,Bus,bus,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Emergency vehicle,Emergency vehicle,emergency vehicle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Police car (siren),Police car (siren),,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Ambulance (siren),Ambulance (siren),ambulance,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,ambulance
audioset,"Fire engine, fire truck (siren)","Fire engine, fire truck (siren)",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Motorcycle,Motorcycle,motorcycle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Traffic noise, roadway noise","Traffic noise, roadway noise",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Rail transport,Rail transport,rail transport,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Train,Train,train,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Train whistle,Train whistle,train whistle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Train horn,Train horn,train horn,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Railroad car, train wagon","Railroad car, train wagon",railroad car or train wagon,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,railroad car or train wagon
audioset,Train wheels squealing,Train wheels squealing,train wheels squealing,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Subway, metro, underground","Subway, metro, underground",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Aircraft,Aircraft,aircraft,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Aircraft engine,Aircraft engine,aircraft engine,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Jet engine,Jet engine,jet engine,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Propeller, airscrew","Propeller, airscrew",propeller airscrew,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,propeller airscrew
audioset,Helicopter,Helicopter,helicopter,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Fixed-wing aircraft, airplane","Fixed-wing aircraft, airplane",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Bicycle,Bicycle,bicycle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Skateboard,Skateboard,skateboard,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Engine,Engine,engine,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Light engine (high frequency),Light engine (high frequency),light engine (high frequency),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Dental drill, dentist's drill","Dental drill, dentist's drill",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Lawn mower,Lawn mower,lawn mower,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Chainsaw,Chainsaw,chainsaw,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Medium engine (mid frequency),Medium engine (mid frequency),medium engine (mid frequency),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Heavy engine (low frequency),Heavy engine (low frequency),heavy engine (low frequency),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Engine knocking,Engine knocking,engine knocking,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Engine starting,Engine starting,engine starting,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Idling,Idling,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,"Accelerating, revving, vroom","Accelerating, revving, vroom",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Door,Door,door,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Doorbell,Doorbell,doorbell,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Ding-dong,Ding-dong,ding-dong,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Sliding door,Sliding door,sliding door,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Slam,Slam,slam,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Knock,Knock,knock,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tap,Tap,tap,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Squeak,Squeak,squeak,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Cupboard open or close,Cupboard open or close,cupboard open or close,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drawer open or close,Drawer open or close,drawer open or close,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Dishes, pots, and pans","Dishes, pots, and pans",dishes or pots or pans,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,dishes or pots or pans
audioset,"Cutlery, silverware","Cutlery, silverware",cutlery or silverware,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,cutlery or silverware
audioset,Chopping (food),Chopping (food),chopping,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,chopping
audioset,Frying (food),Frying (food),frying,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,frying
audioset,Microwave oven,Microwave oven,microwave oven,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Blender,Blender,blender,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Water tap, faucet","Water tap, faucet",water tap or faucet,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,water tap or faucet
audioset,Sink (filling or washing),Sink (filling or washing),sink (filling or washing),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Bathtub (filling or washing),Bathtub (filling or washing),bathtub (filling or washing),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Hair dryer,Hair dryer,hair dryer,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Toilet flush,Toilet flush,toilet flush,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Toothbrush,Toothbrush,toothbrush,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Electric toothbrush,Electric toothbrush,electric toothbrush,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Vacuum cleaner,Vacuum cleaner,vacuum cleaner,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Zipper (clothing),Zipper (clothing),zipper (clothing),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Keys jangling,Keys jangling,keys jangling,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Coin (dropping),Coin (dropping),coin,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,coin
audioset,Scissors,Scissors,scissors,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Electric shaver, electric razor","Electric shaver, electric razor",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Shuffling cards,Shuffling cards,shuffling cards,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Typing,Typing,typing,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Typewriter,Typewriter,typewriter,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Computer keyboard,Computer keyboard,computer keyboard,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Writing,Writing,writing,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Alarm,Alarm,alarm,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Telephone,Telephone,telephone,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Telephone bell ringing,Telephone bell ringing,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Ringtone,Ringtone,ringtone,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Telephone dialing, DTMF","Telephone dialing, DTMF",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Dial tone,Dial tone,dial tone,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Busy signal,Busy signal,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Alarm clock,Alarm clock,alarm clock,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Siren,Siren,siren,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Civil defense siren,Civil defense siren,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Buzzer,Buzzer,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,"Smoke detector, smoke alarm","Smoke detector, smoke alarm",smoke detector alarm,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,smoke detector alarm
audioset,Fire alarm,Fire alarm,fire alarm,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Foghorn,Foghorn,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Whistle,Whistle,whistle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Steam whistle,Steam whistle,steam whistle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Mechanisms,Mechanisms,mechanisms,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Ratchet, pawl","Ratchet, pawl",ratchet or pawl,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,ratchet or pawl
audioset,Clock,Clock,clock,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tick,Tick,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Tick-tock,Tick-tock,tick-tock,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Gears,Gears,gear,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,gear
audioset,Pulleys,Pulleys,pulleys,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Sewing machine,Sewing machine,sewing machine,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Mechanical fan,Mechanical fan,mechanical fan,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Air conditioning,Air conditioning,air conditioning,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Cash register,Cash register,cash register,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Printer,Printer,printer,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Camera,Camera,camera,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Single-lens reflex camera,Single-lens reflex camera,single-lens reflex camera,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tools,Tools,tools,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Hammer,Hammer,hammer,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Jackhammer,Jackhammer,jackhammer,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Sawing,Sawing,sawing,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Filing (rasp),Filing (rasp),filing (rasp),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Sanding,Sanding,sanding,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Power tool,Power tool,power tool,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drill,Drill,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Explosion,Explosion,explosion,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Gunshot, gunfire","Gunshot, gunfire",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Machine gun,Machine gun,machine gun,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Fusillade,Fusillade,fusillade,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Artillery fire,Artillery fire,artillery fire,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Cap gun,Cap gun,cap gun,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Fireworks,Fireworks,fireworks,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Firecracker,Firecracker,firecracker,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Burst, pop","Burst, pop",burst or pop,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,burst or pop
audioset,Eruption,Eruption,eruption,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Boom,Boom,boom,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Wood,Wood,wood,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Chop,Chop,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Splinter,Splinter,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Crack,Crack,crack,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Glass,Glass,glass,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Chink, clink","Chink, clink",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Shatter,Shatter,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Liquid,Liquid,liquid,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Splash, splatter","Splash, splatter",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Slosh,Slosh,slosh,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Squish,Squish,squish,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drip,Drip,drip-drip,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,drip-drip
audioset,Pour,Pour,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,"Trickle, dribble","Trickle, dribble",trickle dribble,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,trickle dribble
audioset,Gush,Gush,gush,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Fill (with liquid),Fill (with liquid),fill (with liquid),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Spray,Spray,spray,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Pump (liquid),Pump (liquid),pump (liquid),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
